"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2024-06-01 00:00:00","2024-06-01 17:45:00","Bernal Heights","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Ingleside","Burglary Tools, Possession Of","240343945"
"2024-06-01 00:00:00","2024-06-01 17:58:00","Bernal Heights","Assault","Assault","Open or Active","Ingleside","Assault, Aggravated, W/ Other Weapon","240342624"
"2024-06-01 00:00:00","2024-06-01 18:00:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","246072152"
"2024-06-01 00:00:00","2024-06-01 18:00:00","Chinatown","Larceny Theft","Larceny Theft","Open or Active","Central","Theft, Other Property, >$950","246071853"
"2024-06-01 00:00:00","2024-06-01 18:00:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Other Property, $50-$200","246072196"
"2024-06-01 00:00:00","2024-06-01 18:00:00","Lone Mountain/USF","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Park","Violation of Restraining Order","240343995"
"2024-06-01 00:00:00","2024-06-01 18:00:00","Outer Richmond","Burglary","Burglary","Open or Active","Richmond","Burglary, Residence, Forcible Entry","240345076"
"2024-06-01 00:00:00","2024-06-01 18:00:00","Haight Ashbury","Suspicious Occ","Suspicious Occ","Open or Active","Park","Suspicious Occurrence","240347878"
"2024-06-01 00:00:00","2024-06-01 18:39:00","Tenderloin","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Tenderloin","Violation of Restraining Order","240344147"
"2024-06-01 00:00:00","2024-06-01 18:39:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery, former Spouse or Dating Relationship","240344147"
"2024-06-01 00:00:00","2024-06-01 18:50:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery","240344335"
"2024-06-01 00:00:00","2024-06-01 18:51:00","Sunset/Parkside","Suspicious Occ","Suspicious Occ","Open or Active","Taraval","Suspicious Occurrence","240344078"
"2024-06-01 00:00:00","2024-06-01 18:51:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, Other Property, $50-$200","240344078"
"2024-06-01 00:00:00","2024-06-01 19:00:00","Mission","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Motorcycle","240344545"
"2024-06-01 00:00:00","2024-06-01 19:00:00","Marina","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Northern","Vehicle, Stolen, Auto","240344830"
"2024-06-01 00:00:00","2024-06-01 19:00:00","Marina","Non-Criminal","Non-Criminal","Open or Active","Northern","Found  Property","240344028"
"2024-06-01 00:00:00","2024-06-01 19:10:00","Bayview Hunters Point","Recovered Vehicle","Recovered Vehicle","Open or Active","Bayview","Vehicle, Recovered, Auto","240342931"
"2024-06-01 00:00:00","2024-06-01 19:20:00","Excelsior","Other Miscellaneous","Other Miscellaneous","Open or Active","Ingleside","Conspiracy","240344090"
"2024-06-01 00:00:00","2024-06-01 19:20:00","Excelsior","Robbery","Robbery","Open or Active","Ingleside","Robbery, W/ Gun","240344090"
"2024-06-01 00:00:00","2024-06-01 19:30:00","Inner Richmond","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Richmond","Vehicle, Stolen, Auto","240345195"
"2024-06-01 00:00:00","2024-06-01 19:56:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery","240344131"
"2024-06-01 00:00:00","2024-06-01 20:00:00","North Beach","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Vandalism to Property","240345543"
"2024-06-01 00:00:00","2024-06-01 20:00:00","North Beach","Burglary","Burglary","Open or Active","Central","Burglary, Non-residential, Unlawful Entry","240345543"
"2024-06-01 00:00:00","2024-06-01 20:00:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","240344426"
"2024-06-01 00:00:00","2024-06-01 20:20:00","Haight Ashbury","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, Shoplifting, $50-$200","240344197"
"2024-06-01 00:00:00","2024-06-01 20:26:00","Mission","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Mission","Miscellaneous Investigation","240344244"
"2024-06-01 00:00:00","2024-06-01 20:26:00","Mission","Weapons Offense","Weapons Offense","Open or Active","Mission","Weapon, Deadly, Imitation or Laser Scope, Exhibiting","240344244"
"2024-06-01 00:00:00","2024-06-01 20:30:00","Excelsior","Lost Property","Lost Property","Open or Active","Ingleside","Lost Property","240345800"
"2024-06-01 00:00:00","2024-06-01 20:30:00","Western Addition","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Northern","Violation of Restraining Order","240344238"
"2024-06-01 00:00:00","2024-06-01 20:30:00","Western Addition","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Northern","Stay Away Order Violation, DVU related","240344238"
"2024-06-01 00:00:00","2024-06-01 20:33:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Local SF Warrant","240344153"
"2024-06-01 00:00:00","2024-06-01 20:43:00","West of Twin Peaks","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, Shoplifting, $200-$950","246072033"
"2024-06-01 00:00:00","2024-06-01 20:50:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Building, >$950","240345559"
"2024-06-01 00:00:00","2024-06-01 21:00:00","South of Market","Robbery","Robbery","Open or Active","Tenderloin","Robbery, W/ Force","240347185"
"2024-06-01 00:00:00","2024-06-01 21:00:00","Tenderloin","Assault","Assault","Open or Active","Northern","Battery","240344567"
"2024-06-01 00:00:00","2024-06-01 21:00:00","Tenderloin","Robbery","Robbery","Open or Active","Northern","Robbery, W/ Force","240344567"
"2024-06-01 00:00:00","2024-06-01 21:00:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","240344642"
"2024-06-01 00:00:00","2024-06-01 21:30:00","Tenderloin","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Tenderloin","Miscellaneous Investigation","240344476"
"2024-06-01 00:00:00","2024-06-01 21:40:00","Financial District/South Beach","","","Open or Active","Southern","Driving, Stunt Vehicle/Street Racing","240344288"
"2024-06-01 00:00:00","2024-06-01 21:45:00","Mission","Lost Property","Lost Property","Open or Active","Mission","Lost Property","240344410"
"2024-06-01 00:00:00","2024-06-01 21:45:00","Mission","Assault","Assault","Open or Active","Mission","Battery","240344410"
"2024-06-01 00:00:00","2024-06-01 21:53:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Battery","240344307"
"2024-06-01 00:00:00","2024-06-01 22:00:00","Noe Valley","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Mission","Vehicle, Stolen, Auto","240345082"
"2024-06-01 00:00:00","2024-06-01 22:00:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","240344993"
"2024-06-01 00:00:00","2024-06-01 22:10:00","Mission","","","Open or Active","Mission","Driving, Stunt Vehicle/Street Racing","240344329"
"2024-06-01 00:00:00","2024-06-01 22:15:00","Sunset/Parkside","Malicious Mischief","Malicious Mischief","Open or Active","Taraval","Malicious Mischief, Vandalism to Vehicle","240345571"
"2024-06-01 00:00:00","2024-06-01 22:38:00","Western Addition","","","Open or Active","Northern","Driving, Stunt Vehicle/Street Racing","240344363"
"2024-06-01 00:00:00","2024-06-01 22:47:00","North Beach","Malicious Mischief","Malicious Mischief","Open or Active","Central","Malicious Mischief, Vandalism to Vehicle","240344391"
"2024-06-01 00:00:00","2024-06-01 22:56:00","Hayes Valley","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Evading a Police Officer Recklessly","240344379"
"2024-06-01 00:00:00","2024-06-01 22:56:00","Hayes Valley","","","Open or Active","Northern","Driving, Stunt Vehicle/Street Racing","240344379"
"2024-06-01 00:00:00","2024-06-01 23:00:00","Outer Richmond","Burglary","Burglary","Open or Active","Richmond","Burglary, Flat, Forcible Entry","240344937"
"2024-06-01 00:00:00","2024-06-01 23:00:00","Outer Richmond","Malicious Mischief","Malicious Mischief","Open or Active","Richmond","Malicious Mischief, Vandalism to Property","240345292"
"2024-06-01 00:00:00","2024-06-01 23:00:00","West of Twin Peaks","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, Other Property, $50-$200","240344761"
"2024-06-01 00:00:00","2024-06-01 23:05:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, Other Property, >$950","246072168"
"2024-06-01 00:00:00","2024-06-01 23:11:00","Marina","Other Miscellaneous","Other Miscellaneous","Open or Active","Northern","Investigative Detention","240344404"
"2024-06-01 00:00:00","2024-06-01 23:20:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Investigative Detention","240344460"
"2024-06-01 00:00:00","2024-06-01 23:30:00","Visitacion Valley","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, From Locked Vehicle, >$950","240345991"
"2024-06-02 00:00:00","2024-06-02 00:00:00","South of Market","Lost Property","Lost Property","Open or Active","Tenderloin","Lost Property","240349614"
"2024-06-02 00:00:00","2024-06-02 00:00:00","Mission","Suspicious Occ","Suspicious Occ","Open or Active","Tenderloin","Suspicious Occurrence","240347583"
"2024-06-02 00:00:00","2024-06-02 00:00:00","Tenderloin","Lost Property","Lost Property","Open or Active","Tenderloin","Lost Property","240348490"
"2024-06-02 00:00:00","2024-06-02 00:01:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Unlocked Vehicle, >$950","246072027"
"2024-06-02 00:00:00","2024-06-02 00:01:00","Bayview Hunters Point","Fraud","Fraud","Open or Active","Bayview","Access Card Information, Theft of","240345587"
"2024-06-02 00:00:00","2024-06-02 00:01:00","Bayview Hunters Point","Fraud","Fraud","Open or Active","Bayview","False Personation to Receive Money or Property","240345587"
"2024-06-02 00:00:00","2024-06-02 00:07:00","Bayview Hunters Point","Malicious Mischief","Malicious Mischief","Open or Active","Bayview","Malicious Mischief, Vandalism to Property","240344749"
"2024-06-02 00:00:00","2024-06-02 00:07:00","Bayview Hunters Point","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Bayview","ATM-related Crime (secondary code only)","240344749"
"2024-06-02 00:00:00","2024-06-02 00:15:00","Financial District/South Beach","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Investigative Detention","240344482"
"2024-06-02 00:00:00","2024-06-02 00:30:00","Mission","Assault","Assault","Open or Active","Mission","Battery","240344733"
"2024-06-02 00:00:00","2024-06-02 00:56:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Vandalism to Property","240344517"
"2024-06-02 00:00:00","2024-06-02 01:05:00","Treasure Island","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Southern","Alcohol, Under Influence Of In Public Place","240344523"
"2024-06-02 00:00:00","2024-06-02 01:05:00","Treasure Island","Assault","Assault","Cite or Arrest Adult","Southern","Battery","240344523"
"2024-06-02 00:00:00","2024-06-02 01:12:00","Tenderloin","Offences Against The Family And Children","Offences Against The Family And Children","Cite or Arrest Adult","Tenderloin","EPO or Restraining Order Violation, DVU related","240344608"
"2024-06-02 00:00:00","2024-06-02 01:12:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Local SF Warrant","240344608"
"2024-06-02 00:00:00","2024-06-02 01:12:00","Tenderloin","Assault","Assault","Cite or Arrest Adult","Tenderloin","Battery, former Spouse or Dating Relationship","240344608"
"2024-06-02 00:00:00","2024-06-02 01:18:00","Western Addition","Suspicious Occ","Suspicious Occ","Open or Active","Northern","Suspicious Occurrence","240344539"
"2024-06-02 00:00:00","2024-06-02 01:30:00","Tenderloin","Assault","Assault","Cite or Arrest Adult","Northern","Battery, former Spouse or Dating Relationship","240344664"
"2024-06-02 00:00:00","2024-06-02 01:49:00","Outer Richmond","Assault","Assault","Open or Active","Richmond","Battery","240344573"
"2024-06-02 00:00:00","2024-06-02 02:30:00","South of Market","Suspicious Occ","Suspicious Occ","Open or Active","Southern","Suspicious Occurrence","240344818"
"2024-06-02 00:00:00","2024-06-02 02:30:00","Mission","Vehicle Misplaced","Vehicle Misplaced","Open or Active","Mission","Vehicle, Misplaced","240344670"
"2024-06-02 00:00:00","2024-06-02 02:30:00","Presidio Heights","Missing Person","Missing Person","Open or Active","Richmond","Missing Adult","240344711"
"2024-06-02 00:00:00","2024-06-02 02:35:00","Tenderloin","Assault","Assault","Cite or Arrest Adult","Tenderloin","Battery","240344614"
"2024-06-02 00:00:00","2024-06-02 02:45:00","Financial District/South Beach","Assault","Assault","Open or Active","Central","Battery","240344620"
"2024-06-02 00:00:00","2024-06-02 02:50:00","South of Market","Malicious Mischief","Malicious Mischief","Open or Active","Southern","Malicious Mischief, Vandalism to Property","240344909"
"2024-06-02 00:00:00","2024-06-02 02:59:00","Hayes Valley","Burglary","Burglary","Open or Active","Northern","Burglary, Store, Att. Forcible Entry","240344636"
"2024-06-02 00:00:00","2024-06-02 03:00:00","Sunset/Parkside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Locked Vehicle, >$950","240347599"
"2024-06-02 00:00:00","2024-06-02 03:04:00","Excelsior","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Auto","240344642"
"2024-06-02 00:00:00","2024-06-02 03:04:00","Excelsior","Other Miscellaneous","Other Miscellaneous","Open or Active","Ingleside","Evading a Police Officer Recklessly","240344642"
"2024-06-02 00:00:00","2024-06-02 03:04:00","Excelsior","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Ingleside","Vehicle, Stolen, Auto","240344642"
"2024-06-02 00:00:00","2024-06-02 03:04:00","Excelsior","Other Miscellaneous","Other Miscellaneous","Open or Active","Ingleside","Evading a Police Officer Recklessly","240344642"
"2024-06-02 00:00:00","2024-06-02 03:07:00","Mission","Other Miscellaneous","Other Miscellaneous","Open or Active","Mission","Investigative Detention","240344658"
"2024-06-02 00:00:00","2024-06-02 03:16:00","Financial District/South Beach","Other Miscellaneous","Other Miscellaneous","Open or Active","Central","Trespassing","240350417"
"2024-06-02 00:00:00","2024-06-02 03:21:00","Castro/Upper Market","Burglary","Burglary","Open or Active","Mission","Burglary, Residence Under Constr, Unlawful Entry","240344799"
"2024-06-02 00:00:00","2024-06-02 03:26:00","South of Market","Assault","Assault","Open or Active","Tenderloin","Battery, Of A Police Officer","240344705"
"2024-06-02 00:00:00","2024-06-02 03:26:00","South of Market","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Gun","240344705"
"2024-06-02 00:00:00","2024-06-02 03:26:00","South of Market","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Threat or Force to Resist Executive Officer","240344705"
"2024-06-02 00:00:00","2024-06-02 03:30:00","Excelsior","Weapons Offense","Weapons Offense","Open or Active","Ingleside","Firearm, Discharging Within City Limits","240344686"
"2024-06-02 00:00:00","2024-06-02 03:45:00","Tenderloin","Assault","Assault","Open or Active","Tenderloin","Assault, Aggravated, W/ Other Weapon","240344755"
"2024-06-02 00:00:00","2024-06-02 03:52:00","Castro/Upper Market","Burglary","Burglary","Cite or Arrest Adult","Park","Burglary, Other Bldg., Forcible Entry","240344777"
"2024-06-02 00:00:00","2024-06-02 04:00:00","Oceanview/Merced/Ingleside","Malicious Mischief","Malicious Mischief","Open or Active","Taraval","Malicious Mischief, Vandalism to Vehicle","240345004"
