"incident_date","incident_datetime","analysis_neighborhood","incident_category","incident_category","resolution","police_district","incident_description","incident_number"
"2024-04-01 00:00:00","2024-04-01 18:30:00","Lone Mountain/USF","Recovered Vehicle","Recovered Vehicle","Open or Active","Park","Vehicle, Recovered, Motorcycle","240207846"
"2024-04-01 00:00:00","2024-04-01 18:30:00","Visitacion Valley","Malicious Mischief","Malicious Mischief","Open or Active","Ingleside","Malicious Mischief, Vandalism to Property","246045654"
"2024-04-01 00:00:00","2024-04-01 18:30:00","Lone Mountain/USF","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Park","Vehicle, Stolen, Motorcycle","240207846"
"2024-04-01 00:00:00","2024-04-01 18:30:00","Bernal Heights","Burglary","Burglary","Open or Active","Ingleside","Burglary, Residence, Att. Forcible Entry","240209115"
"2024-04-01 00:00:00","2024-04-01 18:45:00","Financial District/South Beach","Non-Criminal","Non-Criminal","Open or Active","Tenderloin","Property for Identification","240206503"
"2024-04-01 00:00:00","2024-04-01 18:49:00","Sunset/Parkside","Non-Criminal","Non-Criminal","Open or Active","Taraval","Mental Health Detention","240206547"
"2024-04-01 00:00:00","2024-04-01 19:00:00","Excelsior","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, Vehicle Strip, >$950","240210601"
"2024-04-01 00:00:00","2024-04-01 19:00:00","Pacific Heights","Larceny Theft","Larceny Theft","Open or Active","Northern","License Plate, Stolen","240211198"
"2024-04-01 00:00:00","2024-04-01 19:10:00","Lone Mountain/USF","Non-Criminal","Non-Criminal","Open or Active","Park","Firearm, Turned In by Public","240206638"
"2024-04-01 00:00:00","2024-04-01 19:13:00","Bayview Hunters Point","Non-Criminal","Non-Criminal","Open or Active","Bayview","Mental Health Detention","240206581"
"2024-04-01 00:00:00","2024-04-01 19:13:00","South of Market","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Opiates, Possession For Sale","240206666"
"2024-04-01 00:00:00","2024-04-01 19:24:00","Sunset/Parkside","Suspicious Occ","Suspicious Occ","Open or Active","Taraval","Suspicious Occurrence","240206531"
"2024-04-01 00:00:00","2024-04-01 19:25:00","West of Twin Peaks","Assault","Assault","Open or Active","Taraval","Assault, Aggravated, W/ Other Weapon","240206575"
"2024-04-01 00:00:00","2024-04-01 19:25:00","West of Twin Peaks","Other Offenses","Other Offenses","Open or Active","Taraval","Discharging Offensive or Injurious Substance in Public Area","240206575"
"2024-04-01 00:00:00","2024-04-01 19:45:00","Financial District/South Beach","Traffic Collision","Traffic Collision","Open or Active","Central","Traffic Collision","240206672"
"2024-04-01 00:00:00","2024-04-01 19:55:00","Marina","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","240206854"
"2024-04-01 00:00:00","2024-04-01 20:00:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Building, <$50","240207551"
"2024-04-01 00:00:00","2024-04-01 20:00:00","Lakeshore","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Locked Vehicle, $200-$950","240206757"
"2024-04-01 00:00:00","2024-04-01 20:00:00","Noe Valley","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Vandalism to Property","246045488"
"2024-04-01 00:00:00","2024-04-01 20:00:00","South of Market","Warrant","Warrant","Cite or Arrest Adult","Southern","Warrant Arrest, Enroute To Outside Jurisdiction","240146056"
"2024-04-01 00:00:00","2024-04-01 20:00:00","Bernal Heights","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, From Locked Vehicle, >$950","246045660"
"2024-04-01 00:00:00","2024-04-01 20:00:00","South of Market","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Southern","Firearm, Possession By Prohibited Person","240146056"
"2024-04-01 00:00:00","2024-04-01 20:00:00","Financial District/South Beach","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Locked Vehicle, >$950","240206945"
"2024-04-01 00:00:00","2024-04-01 20:03:00","Tenderloin","Warrant","Warrant","Cite or Arrest Adult","Tenderloin","Warrant Arrest, Local SF Warrant","230473728"
"2024-04-01 00:00:00","2024-04-01 20:10:00","Mission Bay","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Southern","Miscellaneous Investigation","240206688"
"2024-04-01 00:00:00","2024-04-01 20:20:00","Sunset/Parkside","Non-Criminal","Non-Criminal","Open or Active","Taraval","Found  Property","240205414"
"2024-04-01 00:00:00","2024-04-01 20:36:00","Bernal Heights","Malicious Mischief","Malicious Mischief","Open or Active","Ingleside","Phone Calls, Harassing","246045676"
"2024-04-01 00:00:00","2024-04-01 20:51:00","Mission","Other","Other","Open or Active","Mission","Death Report, Cause Unknown","240206763"
"2024-04-01 00:00:00","2024-04-01 21:00:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Tenderloin","Theft, Drunk Roll, >$950","240210805"
"2024-04-01 00:00:00","2024-04-01 21:00:00","South of Market","Larceny Theft","Larceny Theft","Open or Active","Southern","Theft, From Person, $200-$950 (other than Pickpocket)","240206951"
"2024-04-01 00:00:00","2024-04-01 21:00:00","Golden Gate Park","Warrant","Warrant","Cite or Arrest Adult","Park","Warrant Arrest, Local SF Warrant","240206810"
"2024-04-01 00:00:00","2024-04-01 21:00:00","Haight Ashbury","Assault","Assault","Open or Active","Park","Assault, Aggravated, W/ Force","240207216"
"2024-04-01 00:00:00","2024-04-01 21:14:00","Bayview Hunters Point","Assault","Assault","Open or Active","Bayview","Assault, Aggravated, W/ Other Weapon","240206779"
"2024-04-01 00:00:00","2024-04-01 21:18:00","Mission","Assault","Assault","Cite or Arrest Adult","Mission","Assault, Aggravated, W/ Knife","240206804"
"2024-04-01 00:00:00","2024-04-01 21:20:00","Marina","Suspicious Occ","Suspicious Occ","Open or Active","Northern","Suspicious Occurrence","240206791"
"2024-04-01 00:00:00","2024-04-01 21:30:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Locked Vehicle, >$950","240206901"
"2024-04-01 00:00:00","2024-04-01 21:30:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Vandalism to Property","240207448"
"2024-04-01 00:00:00","2024-04-01 21:32:00","Tenderloin","Weapons Carrying Etc","Weapons Carrying Etc","Cite or Arrest Adult","Tenderloin","Switchblade Knife, Possession","240206860"
"2024-04-01 00:00:00","2024-04-01 21:32:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Marijuana, Transporting","240206860"
"2024-04-01 00:00:00","2024-04-01 21:32:00","Tenderloin","Drug Offense","Drug Offense","Cite or Arrest Adult","Tenderloin","Marijuana, Possession For Sale","240206860"
"2024-04-01 00:00:00","2024-04-01 21:43:00","West of Twin Peaks","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Ingleside","Miscellaneous Investigation","240206876"
"2024-04-01 00:00:00","2024-04-01 22:00:00","Haight Ashbury","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, From Locked Vehicle, >$950","246045585"
"2024-04-01 00:00:00","2024-04-01 22:00:00","Tenderloin","Larceny Theft","Larceny Theft","Open or Active","Northern","Theft, From Locked Vehicle, >$950","246045591"
"2024-04-01 00:00:00","2024-04-01 22:00:00","Financial District/South Beach","Other","Other","Open or Active","Central","Death Report, Cause Unknown","240206939"
"2024-04-01 00:00:00","2024-04-01 22:02:00","Oceanview/Merced/Ingleside","Non-Criminal","Non-Criminal","Open or Active","Taraval","Aided Case -Property for Destruction","240206832"
"2024-04-01 00:00:00","2024-04-01 22:40:00","Golden Gate Park","Missing Person","Missing Person","Open or Active","Taraval","Missing Adult","240207103"
"2024-04-01 00:00:00","2024-04-01 22:51:00","South of Market","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Southern","Driving, License Suspended or Revoked","240206923"
"2024-04-01 00:00:00","2024-04-01 23:00:00","Pacific Heights","Non-Criminal","Non-Criminal","Open or Active","Northern","Found  Property","240207062"
"2024-04-01 00:00:00","2024-04-01 23:10:00","Mission","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, Other Property, $200-$950","240207175"
"2024-04-01 00:00:00","2024-04-01 23:10:00","Bayview Hunters Point","Suspicious Occ","Suspicious Occ","Open or Active","Bayview","Suspicious Occurrence","240207313"
"2024-04-01 00:00:00","2024-04-01 23:10:00","Mission","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Vandalism to Property","240207175"
"2024-04-01 00:00:00","2024-04-01 23:30:00","Nob Hill","Suspicious Occ","Suspicious Occ","Open or Active","Central","Suspicious Occurrence","240207012"
"2024-04-01 00:00:00","2024-04-01 23:49:00","Bayview Hunters Point","Fire Report","Fire Report","Open or Active","Bayview","Fire Report","240206967"
"2024-04-02 00:00:00","2024-04-02 00:00:00","Castro/Upper Market","Non-Criminal","Non-Criminal","Open or Active","Mission","Aided Case, Injured or Sick Person","240206989"
"2024-04-02 00:00:00","2024-04-02 00:42:00","South of Market","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Tenderloin","Vehicle, Recovered, Stolen outside SF","240207006"
"2024-04-02 00:00:00","2024-04-02 00:42:00","South of Market","Other Offenses","Other Offenses","Open or Active","Tenderloin","License Plate, Found","240207028"
"2024-04-02 00:00:00","2024-04-02 01:00:00","Oceanview/Merced/Ingleside","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Taraval","Vehicle, Stolen, Auto","240207595"
"2024-04-02 00:00:00","2024-04-02 01:02:00","Outer Richmond","Other Miscellaneous","Other Miscellaneous","Open or Active","Richmond","Investigative Detention","240207034"
"2024-04-02 00:00:00","2024-04-02 01:08:00","Nob Hill","Other Miscellaneous","Other Miscellaneous","Open or Active","Central","Trespassing","240207078"
"2024-04-02 00:00:00","2024-04-02 01:08:00","Nob Hill","Non-Criminal","Non-Criminal","Open or Active","Central","Mental Health Detention","240207078"
"2024-04-02 00:00:00","2024-04-02 01:13:00","Tenderloin","Malicious Mischief","Malicious Mischief","Open or Active","Tenderloin","Malicious Mischief, Vandalism to Property","240207040"
"2024-04-02 00:00:00","2024-04-02 01:13:00","Tenderloin","Other Miscellaneous","Other Miscellaneous","Open or Active","Tenderloin","Investigative Detention","240207040"
"2024-04-02 00:00:00","2024-04-02 01:42:00","Mission","Offences Against The Family And Children","Offences Against The Family And Children","Open or Active","Mission","Violation of Stay Away Order","240207119"
"2024-04-02 00:00:00","2024-04-02 02:50:00","Pacific Heights","Non-Criminal","Non-Criminal","Open or Active","Northern","Found  Property","240207307"
"2024-04-02 00:00:00","2024-04-02 02:50:00","Inner Sunset","Other","Other","Open or Active","Taraval","Death Report, Cause Unknown","240207169"
"2024-04-02 00:00:00","2024-04-02 03:06:00","Castro/Upper Market","Malicious Mischief","Malicious Mischief","Open or Active","Mission","Malicious Mischief, Vandalism to Vehicle","240207686"
"2024-04-02 00:00:00","2024-04-02 03:06:00","Castro/Upper Market","Larceny Theft","Larceny Theft","Open or Active","Mission","Theft, From Locked Vehicle, >$950","240207686"
"2024-04-02 00:00:00","2024-04-02 03:08:00","West of Twin Peaks","Other","Other","Open or Active","Ingleside","Death Report, Cause Unknown","240207131"
"2024-04-02 00:00:00","2024-04-02 03:50:00","Mission Bay","Burglary","Burglary","Open or Active","Southern","Burglary, Other Bldg., Forcible Entry","240207153"
"2024-04-02 00:00:00","2024-04-02 04:15:00","Bernal Heights","Burglary","Burglary","Open or Active","Ingleside","Burglary, Residence, Att. Forcible Entry","240207181"
"2024-04-02 00:00:00","2024-04-02 04:15:00","Bernal Heights","Larceny Theft","Larceny Theft","Open or Active","Ingleside","Theft, From Unlocked Vehicle, <$50","240207181"
"2024-04-02 00:00:00","2024-04-02 04:33:00","Marina","Burglary","Burglary","Open or Active","Northern","Burglary, Safe, Other","240208496"
"2024-04-02 00:00:00","2024-04-02 04:42:00","Oceanview/Merced/Ingleside","Larceny Theft","Larceny Theft","Open or Active","Taraval","Theft, From Locked Vehicle, $200-$950","240207197"
"2024-04-02 00:00:00","2024-04-02 05:45:00","Haight Ashbury","Larceny Theft","Larceny Theft","Open or Active","Park","Theft, From Unlocked Vehicle, >$950","246045400"
"2024-04-02 00:00:00","2024-04-02 06:00:00","Bayview Hunters Point","Motor Vehicle Theft","Motor Vehicle Theft","Open or Active","Bayview","Vehicle, Stolen, Auto","240208167"
"2024-04-02 00:00:00","2024-04-02 06:00:00","Bayview Hunters Point","Robbery","Robbery","Open or Active","Bayview","Robbery, Street or Public Place, W/ Force","240209585"
"2024-04-02 00:00:00","2024-04-02 06:30:00","Glen Park","Malicious Mischief","Malicious Mischief","Cite or Arrest Adult","Ingleside","Malicious Mischief, Breaking Windows","240207545"
"2024-04-02 00:00:00","2024-04-02 06:30:00","Glen Park","Warrant","Warrant","Cite or Arrest Adult","Ingleside","Warrant Arrest, Local SF Warrant","240207545"
"2024-04-02 00:00:00","2024-04-02 06:30:00","Mission","Fraud","Fraud","Open or Active","Southern","Access Card, incl. Credit, Phone, ATM, Fraudulent Use of","240207244"
"2024-04-02 00:00:00","2024-04-02 06:40:00","Haight Ashbury","Recovered Vehicle","Recovered Vehicle","Open or Active","Park","Vehicle, Recovered, Auto","240196835"
"2024-04-02 00:00:00","2024-04-02 06:40:00","Haight Ashbury","Other Offenses","Other Offenses","Open or Active","Park","License Plate, Recovered","240205395"
"2024-04-02 00:00:00","2024-04-02 07:00:00","Bayview Hunters Point","Weapons Offense","Weapons Offense","Open or Active","Bayview","Weapon, Deadly, Imitation or Laser Scope, Exhibiting","240208844"
"2024-04-02 00:00:00","2024-04-02 07:00:00","Bayview Hunters Point","Suspicious Occ","Suspicious Occ","Open or Active","Bayview","Suspicious Occurrence","240208844"
"2024-04-02 00:00:00","2024-04-02 08:00:00","Twin Peaks","Malicious Mischief","Malicious Mischief","Open or Active","Park","Malicious Mischief, Vandalism to Property","246046301"
"2024-04-02 00:00:00","2024-04-02 08:13:00","Hayes Valley","Warrant","Warrant","Cite or Arrest Adult","Park","Warrant Arrest, Local SF Warrant","240207250"
"2024-04-02 00:00:00","2024-04-02 08:13:00","Hayes Valley","Drug Offense","Drug Offense","Cite or Arrest Adult","Park","Methamphetamine Offense","240207250"
"2024-04-02 00:00:00","2024-04-02 08:27:00","South of Market","Disorderly Conduct","Disorderly Conduct","Cite or Arrest Adult","Tenderloin","Terrorist Threats","240208048"
"2024-04-02 00:00:00","2024-04-02 08:30:00","Potrero Hill","Larceny Theft","Larceny Theft","Open or Active","Bayview","License Plate, Stolen","240211154"
"2024-04-02 00:00:00","2024-04-02 08:45:00","Hayes Valley","Drug Offense","Drug Offense","Cite or Arrest Adult","Park","Narcotics Paraphernalia, Possession of","240207294"
"2024-04-02 00:00:00","2024-04-02 08:45:00","Hayes Valley","Other Miscellaneous","Other Miscellaneous","Cite or Arrest Adult","Park","Resisting, Delaying, or Obstructing  Peace Officer Duties","240207294"
"2024-04-02 00:00:00","2024-04-02 08:45:00","Tenderloin","Miscellaneous Investigation","Miscellaneous Investigation","Open or Active","Tenderloin","Miscellaneous Investigation","240207517"
"2024-04-02 00:00:00","2024-04-02 08:45:00","Oceanview/Merced/Ingleside","Larceny Theft","Larceny Theft","Open or Active","Taraval","License Plate, Stolen","240208424"
"2024-04-02 00:00:00","2024-04-02 08:45:00","Hayes Valley","Warrant","Warrant","Cite or Arrest Adult","Park","Warrant Arrest, Local SF Warrant","240207294"
"2024-04-02 00:00:00","2024-04-02 08:48:00","Mission Bay","Suspicious Occ","Suspicious Occ","Open or Active","Southern","Suspicious Occurrence","240207460"
"2024-04-02 00:00:00","2024-04-02 08:48:00","Mission Bay","Non-Criminal","Non-Criminal","Open or Active","Southern","Aided Case","240207460"
"2024-04-02 00:00:00","2024-04-02 09:00:00","West of Twin Peaks","Malicious Mischief","Malicious Mischief","Open or Active","Taraval","Malicious Mischief, Breaking Windows","240210344"
"2024-04-02 00:00:00","2024-04-02 09:00:00","Western Addition","Offences Against The Family And Children","Offences Against The Family And Children","Cite or Arrest Adult","Northern","Violation of Stay Away Order","240207432"
